,speaker,congress,first.name,last.name,state,party,speaker.name,speakerID,stateName,retiring,running,appointeeRunning,specialElection,female,speakerNameSpeech,speakerNameVote,bioname,nokken_poole_dim1,nokken_poole_dim2
82,ms santorum,106,Rick,Santorum,PA,R,Santorum (PA),187,Pennsylvania,0,1,0,0,0,Santorum (PA),"SANTORUM, Richard John (Rick)","SANTORUM, Richard John (Rick)",0.319,-0.273
83,mr sarbanes,106,Paul,Sarbanes,MD,D,Sarbanes (MD),188,Maryland,0,1,0,0,0,Sarbanes (MD),"SARBANES, Paul Spyros","SARBANES, Paul Spyros",-0.418,-0.136
84,mr sessions,106,Jeff,Sessions,AL,R,Sessions (AL),192,Alabama,0,0,0,0,0,Sessions (AL),"SESSIONS, Jefferson Beauregard III (Jeff)","SESSIONS, Jefferson Beauregard III (Jeff)",0.497,0.146
85,mr shelby,106,Richard,Shelby,AL,R,Shelby (AL),194,Alabama,0,0,0,0,0,Shelby (AL),"SHELBY, Richard C.","SHELBY, Richard C.",0.415,0.578
86,mr smith of oregon,106,Gordon,Smith,OR,R,Smith (OR),197,Oregon,0,0,0,0,0,Smith (OR),"SMITH, Gordon Harold","SMITH, Gordon Harold",0.224,-0.347
87,mr smith of new hampshire,106,Robert C.,Smith,NH,R,Smith (NH),198,New Hampshire,0,0,0,0,0,Smith (NH),"SMITH, Robert C.","SMITH, Robert C.",0.87,0.084
88,ms snowe,106,Olympia,Snowe,ME,R,Snowe (ME),199,Maine,0,1,0,0,1,Snowe (ME),"SNOWE, Olympia Jean","SNOWE, Olympia Jean",0.099,-0.707
89,mr specter,106,Arlen,Specter,PA,R,Specter (PA),200,Pennsylvania,0,0,0,0,0,Specter (PA),"SPECTER, Arlen","SPECTER, Arlen",0.061,-0.566
90,mr stevens,106,Ted,Stevens,AK,R,Stevens (AK),202,Alaska,0,0,0,0,0,Stevens (AK),"STEVENS, Theodore Fulton (Ted)","STEVENS, Theodore Fulton (Ted)",0.253,-0.165
91,mr thomas,106,Craig,Thomas,WY,R,Thomas (WY),206,Wyoming,0,1,0,0,0,Thomas (WY),"THOMAS, Craig Lyle","THOMAS, Craig Lyle",0.483,-0.14
92,mr thompson,106,Fred,Thompson,TN,R,Thompson (TN),207,Tennessee,0,0,0,0,0,Thompson (TN),"THOMPSON, Fred Dalton","THOMPSON, Fred Dalton",0.412,-0.586
93,mr thurmond,106,Strom,Thurmond,SC,R,Thurmond (SC),209,South Carolina,0,0,0,0,0,Thurmond (SC),"THURMOND, James Strom","THURMOND, James Strom",0.394,0.189
94,mr torricelli,106,Robert,Torricelli,NJ,D,Torricelli (NJ),211,New Jersey,0,0,0,0,0,Torricelli (NJ),"TORRICELLI, Robert Guy","TORRICELLI, Robert Guy",-0.214,-0.261
95,mr voinovich,106,George,Voinovich,OH,R,Voinovich (OH),215,Ohio,0,0,0,0,0,Voinovich (OH),"VOINOVICH, George Victor","VOINOVICH, George Victor",0.294,-0.956
96,mr warner,106,John,Warner,VA,R,Warner (VA),217,Virginia,0,0,0,0,0,Warner (VA),"WARNER, John William","WARNER, John William",0.247,-0.22
97,mr wellstone,106,Paul,Wellstone,MN,D,Wellstone (MN),221,Minnesota,0,0,0,0,0,Wellstone (MN),"WELLSTONE, Paul David","WELLSTONE, Paul David",-0.654,-0.582
98,mr wyden,106,Ron,Wyden,OR,D,Wyden (OR),224,Oregon,0,0,0,0,0,Wyden (OR),"WYDEN, Ronald Lee","WYDEN, Ronald Lee",-0.296,-0.366
0,mr akaka,107,Daniel,Akaka,HI,D,Akaka (HI),2,Hawaii,0,0,0,0,0,Akaka (HI),"AKAKA, Daniel Kahikina","AKAKA, Daniel Kahikina",-0.402,0.341
1,mr allard,107,Wayne,Allard,CO,R,Allard (CO),4,Colorado,0,1,0,0,0,Allard (CO),"ALLARD, A. Wayne","ALLARD, A. Wayne",0.526,-0.084
2,mr allen,107,George,Allen,VA,R,Allen (VA),5,Virginia,0,0,0,0,0,Allen (VA),"ALLEN, George","ALLEN, George",0.357,0.001
3,mr baucus,107,Max,Baucus,MT,D,Baucus (MT),11,Montana,0,1,0,0,0,Baucus (MT),"BAUCUS, Max Sieben","BAUCUS, Max Sieben",-0.117,0.199
4,mr bayh,107,Evan,Bayh,IN,D,Bayh (IN),12,Indiana,0,0,0,0,0,Bayh (IN),"BAYH, Evan","BAYH, Evan",-0.191,-0.141
5,mr bennett,107,Robert,Bennett,UT,R,Bennett (UT),15,Utah,0,0,0,0,0,Bennett (UT),"BENNETT, Robert","BENNETT, Robert",0.413,-0.013
6,mr biden,107,"Joseph R., Jr.",Biden,DE,D,Biden (DE),16,Delaware,0,1,0,0,0,Biden (DE),"BIDEN, Joseph Robinette, Jr.","BIDEN, Joseph Robinette, Jr.",-0.289,-0.204
7,mr bingaman,107,Jeff,Bingaman,NM,D,Bingaman (NM),17,New Mexico,0,0,0,0,0,Bingaman (NM),"BINGAMAN, Jesse Francis, Jr. (Jeff)","BINGAMAN, Jesse Francis, Jr. (Jeff)",-0.252,-0.025
8,mr bond,107,Kit,Bond,MO,R,Bond (MO),20,Missouri,0,0,0,0,0,Bond (MO),"BOND, Christopher Samuel (Kit)","BOND, Christopher Samuel (Kit)",0.393,-0.084
9,mrs boxer,107,Barbara,Boxer,CA,D,Boxer (CA),23,California,0,0,0,0,1,Boxer (CA),"BOXER, Barbara","BOXER, Barbara",-0.484,-0.44
10,mr breaux,107,John,Breaux,LA,D,Breaux (LA),25,Louisiana,0,0,0,0,0,Breaux (LA),"BREAUX, John Berlinger","BREAUX, John Berlinger",-0.071,0.653
11,mr brownback,107,Sam,Brownback,KS,R,Brownback (KS),29,Kansas,0,0,0,0,0,Brownback (KS),"BROWNBACK, Sam Dale","BROWNBACK, Sam Dale",0.425,-0.376
12,mr bunning,107,Jim,Bunning,KY,R,Bunning (KY),32,Kentucky,0,0,0,0,0,Bunning (KY),"BUNNING, James Paul David","BUNNING, James Paul David",0.521,-0.061
13,mr burns,107,Conrad,Burns,MT,R,Burns (MT),33,Montana,0,0,0,0,0,Burns (MT),"BURNS, Conrad","BURNS, Conrad",0.42,0.386
14,mr byrd,107,Robert C.,Byrd,WV,D,Byrd (WV),36,West Virginia,0,0,0,0,0,Byrd (WV),"BYRD, Robert Carlyle","BYRD, Robert Carlyle",-0.31,0.787
15,mr campbell,107,Ben Nighthorse,Campbell,CO,R,Campbell (CO),37,Colorado,0,0,0,0,0,Campbell (CO),"CAMPBELL, Ben Nighthorse","CAMPBELL, Ben Nighthorse",0.304,0.33
16,ms cantwell,107,Maria,Cantwell,WA,D,Cantwell (WA),38,Washington,0,0,0,0,1,Cantwell (WA),"CANTWELL, Maria E.","CANTWELL, Maria E.",-0.287,-0.469
17,mrs carnahan,107,Jean,Carnahan,MO,D,Carnahan (MO),40,Missouri,0,0,1,1,1,Carnahan (MO),"CARNAHAN, Jean","CARNAHAN, Jean",-0.239,0.28
18,mr carper,107,Tom,Carper,DE,D,Carper (DE),41,Delaware,0,0,0,0,0,Carper (DE),"CARPER, Thomas Richard","CARPER, Thomas Richard",-0.176,-0.199
19,mr cleland,107,Max,Cleland,GA,D,Cleland (GA),47,Georgia,0,1,0,0,0,Cleland (GA),"CLELAND, Joseph Maxwell (Max)","CLELAND, Joseph Maxwell (Max)",-0.171,0.37
20,mrs clinton,107,Hillary Rodham,Clinton,NY,D,Clinton (NY),48,New York,0,0,0,0,1,Clinton (NY),"CLINTON, Hillary Rodham","CLINTON, Hillary Rodham",-0.363,-0.075
21,mr cochran,107,Thad,Cochran,MS,R,Cochran (MS),51,Mississippi,0,1,0,0,0,Cochran (MS),"COCHRAN, William Thad","COCHRAN, William Thad",0.264,-0.109
22,ms collins,107,Susan,Collins,ME,R,Collins (ME),54,Maine,0,1,0,0,1,Collins (ME),"COLLINS, Susan Margaret","COLLINS, Susan Margaret",0.093,-0.666
23,mr conrad,107,Kent,Conrad,ND,D,Conrad (ND),55,North Dakota,0,0,0,0,0,Conrad (ND),"CONRAD, Kent","CONRAD, Kent",-0.33,0.542
24,mr corzine,107,Jon,Corzine,NJ,D,Corzine (NJ),59,New Jersey,0,0,0,0,0,Corzine (NJ),"CORZINE, Jon Stevens","CORZINE, Jon Stevens",-0.489,-0.543
25,mr craig,107,Larry E.,Craig,ID,R,Craig (ID),62,Idaho,0,1,0,0,0,Craig (ID),"CRAIG, Larry Edwin","CRAIG, Larry Edwin",0.483,0.294
26,mr crapo,107,Mike,Crapo,ID,R,Crapo (ID),63,Idaho,0,0,0,0,0,Crapo (ID),"CRAPO, Michael Dean","CRAPO, Michael Dean",0.379,0.105
27,mr daschle,107,Tom,Daschle,SD,D,Daschle (SD),66,South Dakota,0,0,0,0,0,Daschle (SD),"DASCHLE, Thomas Andrew","DASCHLE, Thomas Andrew",-0.28,-0.082
28,mr dayton,107,Mark,Dayton,MN,DFL,Dayton (MN),67,Minnesota,0,0,0,0,0,Dayton (MN),"DAYTON, Mark","DAYTON, Mark",-0.488,-0.005
29,mr dewine,107,Mike,DeWine,OH,R,DeWine (OH),69,Ohio,0,0,0,0,0,DeWine (OH),"DeWINE, Michael","DeWINE, Michael",0.261,-0.413
30,mr dodd,107,Christopher J.,Dodd,CT,D,Dodd (CT),70,Connecticut,0,0,0,0,0,Dodd (CT),"DODD, Christopher John","DODD, Christopher John",-0.372,-0.193
31,mr domenici,107,Pete V.,Domenici,NM,R,Domenici (NM),73,New Mexico,0,1,0,0,0,Domenici (NM),"DOMENICI, Pete Vichi","DOMENICI, Pete Vichi",0.292,-0.148
32,mr dorgan,107,Byron L.,Dorgan,ND,D,Dorgan (ND),75,North Dakota,0,0,0,0,0,Dorgan (ND),"DORGAN, Byron Leslie","DORGAN, Byron Leslie",-0.299,0.434
33,mr durbin,107,Richard,Durbin,IL,D,Durbin (IL),76,Illinois,0,1,0,0,0,Durbin (IL),"DURBIN, Richard Joseph","DURBIN, Richard Joseph",-0.401,-0.316
34,mr edwards,107,John,Edwards,NC,D,Edwards (NC),77,North Carolina,0,0,0,0,0,Edwards (NC),"EDWARDS, John","EDWARDS, John",-0.261,0.113
35,mr ensign,107,John,Ensign,NV,R,Ensign (NV),78,Nevada,0,0,0,0,0,Ensign (NV),"ENSIGN, John Eric","ENSIGN, John Eric",0.367,-0.657
36,mr enzi,107,Michael,Enzi,WY,R,Enzi (WY),79,Wyoming,0,1,0,0,0,Enzi (WY),"ENZI, Michael B.","ENZI, Michael B.",0.525,0.088
37,mr feingold,107,Russell,Feingold,WI,D,Feingold (WI),82,Wisconsin,0,0,0,0,0,Feingold (WI),"FEINGOLD, Russell Dana","FEINGOLD, Russell Dana",-0.279,-0.96
38,mrs feinstein,107,Dianne,Feinstein,CA,D,Feinstein (CA),83,California,0,0,0,0,1,Feinstein (CA),"FEINSTEIN, Dianne","FEINSTEIN, Dianne",-0.231,-0.277
39,mr fitzgerald,107,Peter,Fitzgerald,IL,R,Fitzgerald (IL),85,Illinois,0,0,0,0,0,Fitzgerald (IL),"FITZGERALD, Peter G.","FITZGERALD, Peter G.",0.244,-0.786
40,mr frist,107,Bill,Frist,TN,R,Frist (TN),90,Tennessee,0,0,0,0,0,Frist (TN),"FRIST, William H.","FRIST, William H.",0.439,-0.159
41,mr graham,107,Bob,Graham,FL,D,Graham (FL),95,Florida,0,0,0,0,0,Graham (FL),"GRAHAM, Daniel Robert (Bob)","GRAHAM, Daniel Robert (Bob)",-0.262,-0.096
42,mr gramm,107,Phil,Gramm,TX,R,Gramm (TX),97,Texas,1,0,0,0,0,Gramm (TX),"GRAMM, William Philip (Phil)","GRAMM, William Philip (Phil)",0.62,-0.351
43,mr grassley,107,Charles E.,Grassley,IA,R,Grassley (IA),99,Iowa,0,0,0,0,0,Grassley (IA),"GRASSLEY, Charles Ernest","GRASSLEY, Charles Ernest",0.367,-0.153
44,mr gregg,107,Judd,Gregg,NH,R,Gregg (NH),100,New Hampshire,0,0,0,0,0,Gregg (NH),"GREGG, Judd Alan","GREGG, Judd Alan",0.417,-0.748
45,mr hagel,107,Chuck,Hagel,NE,R,Hagel (NE),102,Nebraska,0,1,0,0,0,Hagel (NE),"HAGEL, Charles Timothy (Chuck)","HAGEL, Charles Timothy (Chuck)",0.37,-0.358
46,mr harkin,107,Tom,Harkin,IA,D,Harkin (IA),103,Iowa,0,1,0,0,0,Harkin (IA),"HARKIN, Thomas Richard (Tom)","HARKIN, Thomas Richard (Tom)",-0.367,-0.262
47,mr hatch,107,Orrin G.,Hatch,UT,R,Hatch (UT),104,Utah,0,0,0,0,0,Hatch (UT),"HATCH, Orrin Grant","HATCH, Orrin Grant",0.395,-0.021
48,mr helms,107,Jesse,Helms,NC,R,Helms (NC),110,North Carolina,1,0,0,0,0,Helms (NC),"HELMS, Jesse","HELMS, Jesse",0.744,0.579
49,mr hollings,107,Ernest F.,Hollings,SC,D,Hollings (SC),113,South Carolina,0,0,0,0,0,Hollings (SC),"HOLLINGS, Ernest Frederick","HOLLINGS, Ernest Frederick",-0.379,0.926
50,mr hutchinson,107,Tim,Hutchinson,AR,R,Hutchinson (AR),114,Arkansas,0,1,0,0,0,Hutchinson (AR),"HUTCHINSON, Timothy","HUTCHINSON, Timothy",0.329,0.123
51,mrs hutchison,107,Kathryn Ann Bailey,Hutchison,TX,R,Hutchison (TX),115,Texas,0,0,0,0,1,Hutchison (TX),"HUTCHISON, Kathryn Ann Bailey (Kay)","HUTCHISON, Kathryn Ann Bailey (Kay)",0.359,-0.056
52,mr inhofe,107,James,Inhofe,OK,R,Inhofe (OK),116,Oklahoma,0,1,0,0,0,Inhofe (OK),"INHOFE, James Mountain","INHOFE, James Mountain",0.516,0.208
53,mr inouye,107,Daniel K.,Inouye,HI,D,Inouye (HI),117,Hawaii,0,0,0,0,0,Inouye (HI),"INOUYE, Daniel Ken","INOUYE, Daniel Ken",-0.368,0.295
54,mr johnson,107,Tim,Johnson,SD,D,Johnson (SD),122,South Dakota,0,1,0,0,0,Johnson (SD),"JOHNSON, Timothy Peter (Tim)","JOHNSON, Timothy Peter (Tim)",-0.251,0.34
55,mr kennedy,107,Edward M.,Kennedy,MA,D,Kennedy (MA),128,Massachusetts,0,0,0,0,0,Kennedy (MA),"KENNEDY, Edward Moore (Ted)","KENNEDY, Edward Moore (Ted)",-0.455,-0.419
56,mr kerry,107,John F.,Kerry,MA,D,Kerry (MA),130,Massachusetts,0,1,0,0,0,Kerry (MA),"KERRY, John Forbes","KERRY, John Forbes",-0.334,-0.316
57,mr kohl,107,Herbert,Kohl,WI,D,Kohl (WI),135,Wisconsin,0,0,0,0,0,Kohl (WI),"KOHL, Herbert H.","KOHL, Herbert H.",-0.239,-0.222
58,mr kyl,107,Jon,Kyl,AZ,R,Kyl (AZ),136,Arizona,0,0,0,0,0,Kyl (AZ),"KYL, Jon Llewellyn","KYL, Jon Llewellyn",0.651,-0.429
59,ms landrieu,107,Mary,Landrieu,LA,D,Landrieu (LA),137,Louisiana,0,1,0,0,1,Landrieu (LA),"LANDRIEU, Mary L.","LANDRIEU, Mary L.",-0.189,0.51
60,mr leahy,107,Edward L.,Leahy,VT,D,Leahy (VT),139,Vermont,0,0,0,0,0,Leahy (VT),"LEAHY, Patrick Joseph","LEAHY, Patrick Joseph",-0.394,-0.153
61,mr levin,107,Carl M.,Levin,MI,D,Levin (MI),142,Michigan,0,1,0,0,0,Levin (MI),"LEVIN, Carl","LEVIN, Carl",-0.431,0.092
62,mr lieberman,107,Joseph,Lieberman,CT,D,Lieberman (CT),143,Connecticut,0,0,0,0,0,Lieberman (CT),"LIEBERMAN, Joseph I.","LIEBERMAN, Joseph I.",-0.274,-0.222
63,mrs lincoln,107,Blanche L.,Lincoln,AR,D,Lincoln (AR),144,Arkansas,0,0,0,0,1,Lincoln (AR),"LINCOLN, Blanche Lambert","LINCOLN, Blanche Lambert",-0.159,0.339
64,mr lott,107,Trent,Lott,MS,R,Lott (MS),145,Mississippi,0,0,0,0,0,Lott (MS),"LOTT, Chester Trent","LOTT, Chester Trent",0.501,-0.064
65,mr lugar,107,Richard G.,Lugar,IN,R,Lugar (IN),146,Indiana,0,0,0,0,0,Lugar (IN),"LUGAR, Richard Green","LUGAR, Richard Green",0.348,-0.513
66,mr mccain,107,John,McCain,AZ,R,McCain (AZ),151,Arizona,0,0,0,0,0,McCain (AZ),"McCAIN, John Sidney, III","McCAIN, John Sidney, III",0.214,-0.977
67,mr mcconnell,107,Mitch,McConnell,KY,R,McConnell (KY),153,Kentucky,0,1,0,0,0,McConnell (KY),"McCONNELL, Addison Mitchell (Mitch)","McCONNELL, Addison Mitchell (Mitch)",0.429,0.036
68,ms mikulski,107,Barbara,Mikulski,MD,D,Mikulski (MD),156,Maryland,0,0,0,0,1,Mikulski (MD),"MIKULSKI, Barbara Ann","MIKULSKI, Barbara Ann",-0.374,0.115
69,mr miller,107,Zell B.,Miller,GA,D,Miller (GA),157,Georgia,0,0,0,0,0,Miller (GA),"MILLER, Zell Bryan","MILLER, Zell Bryan",0.063,0.213
70,mr murkowski,107,Frank,Murkowski,AK,R,Murkowski (AK),161,Alaska,0,0,0,0,0,Murkowski (AK),"MURKOWSKI, Frank Hughes","MURKOWSKI, Frank Hughes",0.383,0.038
71,mrs murray,107,Patty,Murray,WA,D,Murray (WA),164,Washington,0,0,0,0,1,Murray (WA),"MURRAY, Patty","MURRAY, Patty",-0.314,-0.386
72,mr nelson of nebraska,107,Ben,Nelson,NE,D,Nelson (NE),165,Nebraska,0,0,0,0,0,Nelson (NE),"NELSON, Earl Benjamin (Ben)","NELSON, Earl Benjamin (Ben)",-0.043,0.466
73,mr nelson of florida,107,Bill,Nelson,FL,D,Nelson (FL),166,Florida,0,0,0,0,0,Nelson (FL),"NELSON, Clarence William (Bill)","NELSON, Clarence William (Bill)",-0.279,0.177
74,mr nickles,107,Don,Nickles,OK,R,Nickles (OK),167,Oklahoma,0,0,0,0,0,Nickles (OK),"NICKLES, Donald Lee","NICKLES, Donald Lee",0.595,-0.233
75,mr reed,107,Jack,Reed,RI,D,Reed (RI),177,Rhode Island,0,1,0,0,0,Reed (RI),"REED, John F. (Jack)","REED, John F. (Jack)",-0.467,-0.243
76,mr reid,107,Harry,Reid,NV,D,Reid (NV),178,Nevada,0,0,0,0,0,Reid (NV),"REID, Harry","REID, Harry",-0.333,0.231
77,mr roberts,107,Pat,Roberts,KS,R,Roberts (KS),181,Kansas,0,1,0,0,0,Roberts (KS),"ROBERTS, Charles Patrick (Pat)","ROBERTS, Charles Patrick (Pat)",0.424,0.141
78,mr rockefeller,107,John D. IV,Rockefeller,WV,D,Rockefeller (WV),182,West Virginia,0,1,0,0,0,Rockefeller (WV),"ROCKEFELLER, John Davison IV (Jay)","ROCKEFELLER, John Davison IV (Jay)",-0.332,0.269
79,mr santorum,107,Rick,Santorum,PA,R,Santorum (PA),187,Pennsylvania,0,0,0,0,0,Santorum (PA),"SANTORUM, Richard John (Rick)","SANTORUM, Richard John (Rick)",0.457,-0.215
80,mr sarbanes,107,Paul,Sarbanes,MD,D,Sarbanes (MD),188,Maryland,0,0,0,0,0,Sarbanes (MD),"SARBANES, Paul Spyros","SARBANES, Paul Spyros",-0.467,-0.161
81,mr sessions,107,Jeff,Sessions,AL,R,Sessions (AL),192,Alabama,0,1,0,0,0,Sessions (AL),"SESSIONS, Jefferson Beauregard III (Jeff)","SESSIONS, Jefferson Beauregard III (Jeff)",0.476,0.309
82,mr shelby,107,Richard,Shelby,AL,R,Shelby (AL),194,Alabama,0,0,0,0,0,Shelby (AL),"SHELBY, Richard C.","SHELBY, Richard C.",0.362,0.527
83,mr smith of oregon,107,Gordon,Smith,OR,R,Smith (OR),197,Oregon,0,1,0,0,0,Smith (OR),"SMITH, Gordon Harold","SMITH, Gordon Harold",0.178,-0.134
84,mr smith of new hampshire,107,Robert C.,Smith,NH,R,Smith (NH),198,New Hampshire,0,1,0,0,0,Smith (NH),"SMITH, Robert C.","SMITH, Robert C.",0.565,-0.389
85,ms snowe,107,Olympia,Snowe,ME,R,Snowe (ME),199,Maine,0,0,0,0,1,Snowe (ME),"SNOWE, Olympia Jean","SNOWE, Olympia Jean",0.075,-0.6
86,mr specter,107,Arlen,Specter,PA,R,Specter (PA),200,Pennsylvania,0,0,0,0,0,Specter (PA),"SPECTER, Arlen","SPECTER, Arlen",0.057,-0.754
87,ms stabenow,107,Debbie,Stabenow,MI,D,Stabenow (MI),201,Michigan,0,0,0,0,1,Stabenow (MI),"STABENOW, Deborah Ann","STABENOW, Deborah Ann",-0.366,0.059
88,mr stevens,107,Ted,Stevens,AK,R,Stevens (AK),202,Alaska,0,1,0,0,0,Stevens (AK),"STEVENS, Theodore Fulton (Ted)","STEVENS, Theodore Fulton (Ted)",0.276,-0.18
89,mr thomas,107,Craig,Thomas,WY,R,Thomas (WY),206,Wyoming,0,0,0,0,0,Thomas (WY),"THOMAS, Craig Lyle","THOMAS, Craig Lyle",0.554,0.01
90,mr thompson,107,Fred,Thompson,TN,R,Thompson (TN),207,Tennessee,1,0,0,0,0,Thompson (TN),"THOMPSON, Fred Dalton","THOMPSON, Fred Dalton",0.384,-0.607
91,mr thurmond,107,Strom,Thurmond,SC,R,Thurmond (SC),209,South Carolina,1,0,0,0,0,Thurmond (SC),"THURMOND, James Strom","THURMOND, James Strom",0.522,0.482
92,mr torricelli,107,Robert,Torricelli,NJ,D,Torricelli (NJ),211,New Jersey,1,0,0,0,0,Torricelli (NJ),"TORRICELLI, Robert Guy","TORRICELLI, Robert Guy",-0.22,-0.07
93,mr voinovich,107,George,Voinovich,OH,R,Voinovich (OH),215,Ohio,0,0,0,0,0,Voinovich (OH),"VOINOVICH, George Victor","VOINOVICH, George Victor",0.358,-0.835
94,mr warner,107,John,Warner,VA,R,Warner (VA),217,Virginia,0,1,0,0,0,Warner (VA),"WARNER, John William","WARNER, John William",0.255,-0.104
95,mr wellstone,107,Paul,Wellstone,MN,D,Wellstone (MN),221,Minnesota,0,1,0,0,0,Wellstone (MN),"WELLSTONE, Paul David","WELLSTONE, Paul David",-0.632,-0.228
96,mr wyden,107,Ron,Wyden,OR,D,Wyden (OR),224,Oregon,0,0,0,0,0,Wyden (OR),"WYDEN, Ronald Lee","WYDEN, Ronald Lee",-0.279,-0.367
0,mr alexander,108,Daniel,Akaka,HI,D,Akaka (HI),2,Hawaii,0,0,0,0,0,Akaka (HI),"AKAKA, Daniel Kahikina","AKAKA, Daniel Kahikina",-0.399,-0.026
1,mr allard,108,Wayne,Allard,CO,R,Allard (CO),4,Colorado,0,0,0,0,0,Allard (CO),"ALLARD, A. Wayne","ALLARD, A. Wayne",0.573,0.09
2,mr allen,108,George,Allen,VA,R,Allen (VA),5,Virginia,0,0,0,0,0,Allen (VA),"ALLEN, George","ALLEN, George",0.378,0.185
3,mr baucus,108,Max,Baucus,MT,D,Baucus (MT),11,Montana,0,0,0,0,0,Baucus (MT),"BAUCUS, Max Sieben","BAUCUS, Max Sieben",-0.136,0.134
4,mr bayh,108,Evan,Bayh,IN,D,Bayh (IN),12,Indiana,0,1,0,0,0,Bayh (IN),"BAYH, Evan","BAYH, Evan",-0.179,0.064
5,mr bennett,108,Robert,Bennett,UT,R,Bennett (UT),15,Utah,0,1,0,0,0,Bennett (UT),"BENNETT, Robert","BENNETT, Robert",0.353,0.065
6,mr biden,108,"Joseph R., Jr.",Biden,DE,D,Biden (DE),16,Delaware,0,0,0,0,0,Biden (DE),"BIDEN, Joseph Robinette, Jr.","BIDEN, Joseph Robinette, Jr.",-0.267,-0.436
7,mr bingaman,108,Jeff,Bingaman,NM,D,Bingaman (NM),17,New Mexico,0,0,0,0,0,Bingaman (NM),"BINGAMAN, Jesse Francis, Jr. (Jeff)","BINGAMAN, Jesse Francis, Jr. (Jeff)",-0.259,-0.087
8,mr bond,108,Kit,Bond,MO,R,Bond (MO),20,Missouri,0,1,0,0,0,Bond (MO),"BOND, Christopher Samuel (Kit)","BOND, Christopher Samuel (Kit)",0.304,0.072
9,mrs boxer,108,Barbara,Boxer,CA,D,Boxer (CA),23,California,0,1,0,0,1,Boxer (CA),"BOXER, Barbara","BOXER, Barbara",-0.43,-0.425
10,mr breaux,108,John,Breaux,LA,D,Breaux (LA),25,Louisiana,1,0,0,0,0,Breaux (LA),"BREAUX, John Berlinger","BREAUX, John Berlinger",-0.084,0.77
11,mr brownback,108,Sam,Brownback,KS,R,Brownback (KS),29,Kansas,0,1,0,0,0,Brownback (KS),"BROWNBACK, Sam Dale","BROWNBACK, Sam Dale",0.37,-0.223
12,mr bunning,108,Jim,Bunning,KY,R,Bunning (KY),32,Kentucky,0,1,0,0,0,Bunning (KY),"BUNNING, James Paul David","BUNNING, James Paul David",0.48,0.34
13,mr burns,108,Conrad,Burns,MT,R,Burns (MT),33,Montana,0,0,0,0,0,Burns (MT),"BURNS, Conrad","BURNS, Conrad",0.428,0.257
14,mr byrd,108,Robert C.,Byrd,WV,D,Byrd (WV),36,West Virginia,0,0,0,0,0,Byrd (WV),"BYRD, Robert Carlyle","BYRD, Robert Carlyle",-0.411,0.733
15,mr campbell,108,Ben Nighthorse,Campbell,CO,R,Campbell (CO),37,Colorado,1,0,0,0,0,Campbell (CO),"CAMPBELL, Ben Nighthorse","CAMPBELL, Ben Nighthorse",0.229,0.32
16,ms cantwell,108,Maria,Cantwell,WA,D,Cantwell (WA),38,Washington,0,0,0,0,1,Cantwell (WA),"CANTWELL, Maria E.","CANTWELL, Maria E.",-0.313,-0.375
17,mr carper,108,Tom,Carper,DE,D,Carper (DE),41,Delaware,0,0,0,0,0,Carper (DE),"CARPER, Thomas Richard","CARPER, Thomas Richard",-0.202,-0.286
18,mr chambliss,108,Saxby,Chambliss,GA,R,Chambliss (GA),45,Georgia,0,0,0,0,0,Chambliss (GA),"CHAMBLISS, Saxby","CHAMBLISS, Saxby",0.399,0.03
19,mrs clinton,108,Hillary Rodham,Clinton,NY,D,Clinton (NY),48,New York,0,0,0,0,1,Clinton (NY),"CLINTON, Hillary Rodham","CLINTON, Hillary Rodham",-0.393,-0.293
20,mr cochran,108,Thad,Cochran,MS,R,Cochran (MS),51,Mississippi,0,0,0,0,0,Cochran (MS),"COCHRAN, William Thad","COCHRAN, William Thad",0.367,0.184
21,mr coleman,108,Norm,Coleman,MN,R,Coleman (MN),53,Minnesota,0,0,0,0,0,Coleman (MN),"COLEMAN, Norm","COLEMAN, Norm",0.228,-0.094
22,ms collins,108,Susan,Collins,ME,R,Collins (ME),54,Maine,0,0,0,0,1,Collins (ME),"COLLINS, Susan Margaret","COLLINS, Susan Margaret",0.092,-0.706
23,mr conrad,108,Kent,Conrad,ND,D,Conrad (ND),55,North Dakota,0,0,0,0,0,Conrad (ND),"CONRAD, Kent","CONRAD, Kent",-0.23,0.412
24,mr cornyn,108,John,Cornyn,TX,R,Cornyn (TX),58,Texas,0,0,0,0,0,Cornyn (TX),"CORNYN, John","CORNYN, John",0.472,0.111
25,mr corzine,108,Jon,Corzine,NJ,D,Corzine (NJ),59,New Jersey,0,0,0,0,0,Corzine (NJ),"CORZINE, Jon Stevens","CORZINE, Jon Stevens",-0.401,-0.501
26,mr craig,108,Larry E.,Craig,ID,R,Craig (ID),62,Idaho,0,0,0,0,0,Craig (ID),"CRAIG, Larry Edwin","CRAIG, Larry Edwin",0.521,0.161
27,mr crapo,108,Mike,Crapo,ID,R,Crapo (ID),63,Idaho,0,1,0,0,0,Crapo (ID),"CRAPO, Michael Dean","CRAPO, Michael Dean",0.493,0.375
28,mr daschle,108,Tom,Daschle,SD,D,Daschle (SD),66,South Dakota,0,1,0,0,0,Daschle (SD),"DASCHLE, Thomas Andrew","DASCHLE, Thomas Andrew",-0.32,0.398
